purchase_date,appliance,capture_date,energy,Warranty_date
2013-08-16,Fridge,2016-08-16,.053,
2014-08-16,Fridge,2016-08-16,.053,
2012-08-17,Fridge,2016-08-17,.079,
2013-08-17,Fridge,2016-08-17,.079,
2014-08-17,Fridge,2016-08-17,.079,
2012-08-18,Fridge,2016-08-18,.086,
2013-08-18,Fridge,2016-08-18,.086,
2014-08-18,Fridge,2016-08-18,.086,
2012-08-19,Fridge,2016-08-19,.084,
2014-08-19,Fridge,2016-08-19,.084,
2012-08-20,Fridge,2016-08-20,.050,
2014-08-20,Fridge,2016-08-20,.050,
2012-08-21,Fridge,2016-08-21,.053,
2013-08-21,Fridge,2016-08-21,.053,
2014-08-21,Fridge,2016-08-21,.053,
2012-08-22,Fridge,2016-08-22,.064,
2013-08-22,Fridge,2016-08-22,.064,
2012-08-23,Fridge,2016-08-23,.077,
2014-08-23,Fridge,2016-08-23,.077,
2012-08-24,Fridge,2016-08-24,.070,
2013-08-24,Fridge,2016-08-24,.070,
2014-08-24,Fridge,2016-08-24,.070,
2012-08-25,Fridge,2016-08-25,.087,
2013-08-25,Fridge,2016-08-25,.087,
2012-08-26,Fridge,2016-08-26,.088,
2013-08-26,Fridge,2016-08-26,.088,
2014-08-26,Fridge,2016-08-26,.088,
2012-08-27,Fridge,2016-08-27,.051,
2014-08-27,Fridge,2016-08-27,.051,
2012-08-28,Fridge,2016-08-28,.072,
2014-08-28,Fridge,2016-08-28,.072,
2012-08-29,Fridge,2016-08-29,.064,
2013-08-29,Fridge,2016-08-29,.064,
2014-08-29,Fridge,2016-08-29,.064,
2012-08-30,Fridge,2016-08-30,.076,
2013-08-30,Fridge,2016-08-30,.076,
2012-08-31,Fridge,2016-08-31,.066,
2013-08-31,Fridge,2016-08-31,.066,
2014-08-31,Fridge,2016-08-31,.066,
2012-09-01,Fridge,2016-09-01,.051,
2013-09-01,Fridge,2016-09-01,.051,
2014-09-01,Fridge,2016-09-01,.051,
2013-09-02,Fridge,2016-09-02,.079,
2014-09-02,Fridge,2016-09-02,.079,
2013-09-03,Fridge,2016-09-03,.081,
2014-09-03,Fridge,2016-09-03,.081,
2013-09-04,Fridge,2016-09-04,.088,
2014-09-04,Fridge,2016-09-04,.088,
2013-09-05,Fridge,2016-09-05,.078,
2013-09-06,Fridge,2016-09-06,.085,
2012-09-07,Fridge,2016-09-07,.050,
2013-09-07,Fridge,2016-09-07,.050,
2014-09-07,Fridge,2016-09-07,.050,
2012-09-08,Fridge,2016-09-08,.065,
2013-09-08,Fridge,2016-09-08,.065,
2014-09-08,Fridge,2016-09-08,.065,
2013-09-09,Fridge,2016-09-09,.071,
2014-09-09,Fridge,2016-09-09,.071,
2012-09-10,Fridge,2016-09-10,.084,
2014-09-10,Fridge,2016-09-10,.084,
2012-09-11,Fridge,2016-09-11,.080,
2013-09-11,Fridge,2016-09-11,.080,
2014-09-11,Fridge,2016-09-11,.080,
2013-09-12,Fridge,2016-09-12,.059,
2014-09-12,Fridge,2016-09-12,.059,
2014-09-13,Fridge,2016-09-13,.060,
2013-09-15,Fridge,2016-09-15,.069,
2014-09-15,Fridge,2016-09-15,.069,
2012-09-16,Fridge,2016-09-16,.083,
2013-09-16,Fridge,2016-09-16,.083,
2014-09-16,Fridge,2016-09-16,.083,
2012-09-17,Fridge,2016-09-17,.074,
2013-09-17,Fridge,2016-09-17,.074,
2014-09-17,Fridge,2016-09-17,.074,
2012-09-18,Fridge,2016-09-18,.066,
2012-09-19,Fridge,2016-09-19,.064,
2012-09-20,Fridge,2016-09-20,.069,
2013-09-20,Fridge,2016-09-20,.069,
2012-09-21,Fridge,2016-09-21,.068,
2013-09-21,Fridge,2016-09-21,.068,
2014-09-21,Fridge,2016-09-21,.068,
2014-09-22,Fridge,2016-09-22,.071,
2014-09-23,Fridge,2016-09-23,.081,
2012-09-24,Fridge,2016-09-24,.061,
2013-09-24,Fridge,2016-09-24,.061,
2014-09-24,Fridge,2016-09-24,.061,
2012-09-25,Fridge,2016-09-25,.070,
2013-09-25,Fridge,2016-09-25,.070,
2014-09-25,Fridge,2016-09-25,.070,
2012-09-26,Fridge,2016-09-26,.053,
2013-09-26,Fridge,2016-09-26,.053,
2014-09-26,Fridge,2016-09-26,.053,
2012-09-27,Fridge,2016-09-27,.054,
2013-09-27,Fridge,2016-09-27,.054,
2014-09-27,Fridge,2016-09-27,.054,
2012-09-28,Fridge,2016-09-28,.081,
2013-09-28,Fridge,2016-09-28,.081,
2014-09-28,Fridge,2016-09-28,.081,
2012-09-29,Fridge,2016-09-29,.083,
2012-09-30,Fridge,2016-09-30,.054,
2014-09-30,Fridge,2016-09-30,.054,
2012-10-01,Fridge,2016-10-01,.069,
2013-10-01,Fridge,2016-10-01,.069,
2014-10-01,Fridge,2016-10-01,.069,
2013-10-02,Fridge,2016-10-02,.059,
2014-10-02,Fridge,2016-10-02,.059,
2012-10-03,Fridge,2016-10-03,.060,
2013-10-03,Fridge,2016-10-03,.060,
2014-10-03,Fridge,2016-10-03,.060,
2013-10-04,Fridge,2016-10-04,.089,
2014-10-04,Fridge,2016-10-04,.089,
2014-10-05,Fridge,2016-10-05,.075,
2013-10-06,Fridge,2016-10-06,.090,
2014-10-06,Fridge,2016-10-06,.090,
2012-10-07,Fridge,2016-10-07,.070,
2014-10-07,Fridge,2016-10-07,.070,
2012-10-08,Fridge,2016-10-08,.082,
2014-10-08,Fridge,2016-10-08,.082,
2012-10-09,Fridge,2016-10-09,.054,
2012-10-10,Fridge,2016-10-10,.074,
2013-10-10,Fridge,2016-10-10,.074,
2014-10-10,Fridge,2016-10-10,.074,
2012-10-11,Fridge,2016-10-11,.076,
2013-10-11,Fridge,2016-10-11,.076,
2014-10-11,Fridge,2016-10-11,.076,
2012-10-12,Fridge,2016-10-12,.063,
2013-10-12,Fridge,2016-10-12,.063,
2012-10-13,Fridge,2016-10-13,.066,
2013-10-13,Fridge,2016-10-13,.066,
2014-10-13,Fridge,2016-10-13,.066,
2012-10-14,Fridge,2016-10-14,.057,
2013-10-14,Fridge,2016-10-14,.057,
2014-10-14,Fridge,2016-10-14,.057,
2014-10-15,Fridge,2016-10-15,.082,
2013-10-16,Fridge,2016-10-16,.056,
2014-10-16,Fridge,2016-10-16,.056,
2012-10-17,Fridge,2016-10-17,.076,
2013-10-17,Fridge,2016-10-17,.076,
2014-10-17,Fridge,2016-10-17,.076,
2012-10-18,Fridge,2016-10-18,.084,
2013-10-18,Fridge,2016-10-18,.084,
2014-10-18,Fridge,2016-10-18,.084,
2012-10-19,Fridge,2016-10-19,.072,
2013-10-19,Fridge,2016-10-19,.072,
2014-10-19,Fridge,2016-10-19,.072,
2014-10-20,Fridge,2016-10-20,.082,
2013-10-21,Fridge,2016-10-21,.064,
2013-10-22,Fridge,2016-10-22,.076,
2014-10-22,Fridge,2016-10-22,.076,
2012-10-24,Fridge,2016-10-24,.060,
2014-10-24,Fridge,2016-10-24,.060,
2012-10-25,Fridge,2016-10-25,.057,
2013-10-25,Fridge,2016-10-25,.057,
2014-10-25,Fridge,2016-10-25,.057,
2012-10-26,Fridge,2016-10-26,.052,
2013-10-26,Fridge,2016-10-26,.052,
2014-10-26,Fridge,2016-10-26,.052,
2012-10-27,Fridge,2016-10-27,.065,
2014-10-27,Fridge,2016-10-27,.065,
2012-10-28,Fridge,2016-10-28,.086,
2014-10-29,Fridge,2016-10-29,.085,
2012-10-30,Fridge,2016-10-30,.075,
2013-10-30,Fridge,2016-10-30,.075,
2014-10-30,Fridge,2016-10-30,.075,
2012-10-31,Fridge,2016-10-31,.050,
2013-10-31,Fridge,2016-10-31,.050,
2014-10-31,Fridge,2016-10-31,.050,
2012-11-01,Fridge,2016-11-01,.090,
2013-11-01,Fridge,2016-11-01,.090,
2014-11-02,Fridge,2016-11-02,.066,
2014-11-03,Fridge,2016-11-03,.052,
2012-11-04,Fridge,2016-11-04,.069,
2013-11-04,Fridge,2016-11-04,.069,
2012-11-05,Fridge,2016-11-05,.052,
2012-11-06,Fridge,2016-11-06,.078,
2014-11-06,Fridge,2016-11-06,.078,
2013-11-07,Fridge,2016-11-07,.081,
2014-11-07,Fridge,2016-11-07,.081,
2012-11-08,Fridge,2016-11-08,.086,
2013-11-08,Fridge,2016-11-08,.086,
2014-11-08,Fridge,2016-11-08,.086,
2012-11-09,Fridge,2016-11-09,.061,
2012-11-10,Fridge,2016-11-10,.070,
2014-11-10,Fridge,2016-11-10,.070,
2012-11-11,Fridge,2016-11-11,.072,
2014-11-11,Fridge,2016-11-11,.072,
2012-11-12,Fridge,2016-11-12,.055,
2013-11-12,Fridge,2016-11-12,.055,
2014-11-12,Fridge,2016-11-12,.055,
2012-11-13,Fridge,2016-11-13,.059,
2013-11-13,Fridge,2016-11-13,.059,
2014-11-13,Fridge,2016-11-13,.059,
2012-11-14,Fridge,2016-11-14,.067,
2013-11-14,Fridge,2016-11-14,.067,
2012-11-15,Fridge,2016-11-15,.087,
2014-11-15,Fridge,2016-11-15,.087,
2012-11-16,Fridge,2016-11-16,.052,
2013-11-16,Fridge,2016-11-16,.052,
2014-11-16,Fridge,2016-11-16,.052,
2012-11-17,Fridge,2016-11-17,.059,
2013-11-17,Fridge,2016-11-17,.059,
2014-11-17,Fridge,2016-11-17,.059,
2013-11-18,Fridge,2016-11-18,.079,
2014-11-18,Fridge,2016-11-18,.079,
2012-11-19,Fridge,2016-11-19,.089,
2013-11-19,Fridge,2016-11-19,.089,
2014-11-19,Fridge,2016-11-19,.089,
2012-11-20,Fridge,2016-11-20,.055,
2014-11-20,Fridge,2016-11-20,.055,
2012-11-21,Fridge,2016-11-21,.066,
2013-11-21,Fridge,2016-11-21,.066,
2014-11-21,Fridge,2016-11-21,.066,
2012-11-22,Fridge,2016-11-22,.065,
2014-11-22,Fridge,2016-11-22,.065,
2012-11-23,Fridge,2016-11-23,.089,
2013-11-23,Fridge,2016-11-23,.089,
2014-11-23,Fridge,2016-11-23,.089,
2012-11-24,Fridge,2016-11-24,.067,
2013-11-24,Fridge,2016-11-24,.067,
2014-11-24,Fridge,2016-11-24,.067,
2012-11-25,Fridge,2016-11-25,.080,
2013-11-25,Fridge,2016-11-25,.080,
2014-11-25,Fridge,2016-11-25,.080,
2012-11-26,Fridge,2016-11-26,.063,
2013-11-26,Fridge,2016-11-26,.063,
2014-11-26,Fridge,2016-11-26,.063,
2012-11-27,Fridge,2016-11-27,.089,
2013-11-27,Fridge,2016-11-27,.089,
2014-11-27,Fridge,2016-11-27,.089,
2010-05-17,Fridge,2013-05-17,.051,
2011-05-17,Fridge,2013-05-17,.051,
2010-05-18,Fridge,2013-05-18,.052,
2011-05-18,Fridge,2013-05-18,.052,
2010-05-19,Fridge,2013-05-19,.062,
2011-05-19,Fridge,2013-05-19,.062,
2011-05-20,Fridge,2013-05-20,.065,
2011-05-21,Fridge,2013-05-21,.079,
2011-05-22,Fridge,2013-05-22,.083,
2011-05-23,Fridge,2013-05-23,.070,
2010-05-24,Fridge,2013-05-24,.058,
2011-05-24,Fridge,2013-05-24,.058,
2010-05-25,Fridge,2013-05-25,.078,
2011-05-25,Fridge,2013-05-25,.078,
2011-05-26,Fridge,2013-05-26,.086,
2011-05-27,Fridge,2013-05-27,.071,
2010-05-29,Fridge,2013-05-29,.082,
2011-05-29,Fridge,2013-05-29,.082,
2010-05-30,Fridge,2013-05-30,.064,
2011-05-30,Fridge,2013-05-30,.064,
2011-05-31,Fridge,2013-05-31,.083,
2010-06-01,Fridge,2013-06-01,.051,
2011-06-01,Fridge,2013-06-01,.051,
2010-06-02,Fridge,2013-06-02,.069,
2011-06-03,Fridge,2013-06-03,.053,
2011-06-04,Fridge,2013-06-04,.081,
2011-06-05,Fridge,2013-06-05,.075,
2011-06-06,Fridge,2013-06-06,.050,
2010-06-07,Fridge,2013-06-07,.084,
2011-06-07,Fridge,2013-06-07,.084,
2010-06-08,Fridge,2013-06-08,.059,
2011-06-08,Fridge,2013-06-08,.059,
2011-06-09,Fridge,2013-06-09,.062,
2011-06-10,Fridge,2013-06-10,.081,
2011-06-11,Fridge,2013-06-11,.081,
2010-06-12,Fridge,2013-06-12,.080,
2011-06-12,Fridge,2013-06-12,.080,
2010-06-13,Fridge,2013-06-13,.067,
2011-06-13,Fridge,2013-06-13,.067,
2011-06-14,Fridge,2013-06-14,.077,
2010-06-15,Fridge,2013-06-15,.059,
2011-06-15,Fridge,2013-06-15,.059,
2010-06-16,Fridge,2013-06-16,.060,
2011-06-16,Fridge,2013-06-16,.060,
2010-06-17,Fridge,2013-06-17,.081,
2011-06-17,Fridge,2013-06-17,.081,
2010-06-19,Fridge,2013-06-19,.069,
2011-06-19,Fridge,2013-06-19,.069,
2010-06-20,Fridge,2013-06-20,.085,
2010-06-22,Fridge,2013-06-22,.088,
2011-06-22,Fridge,2013-06-22,.088,
2010-06-23,Fridge,2013-06-23,.060,
2011-06-23,Fridge,2013-06-23,.060,
2010-06-24,Fridge,2013-06-24,.073,
2011-06-24,Fridge,2013-06-24,.073,
2010-06-25,Fridge,2013-06-25,.075,
2011-06-25,Fridge,2013-06-25,.075,
2010-06-26,Fridge,2013-06-26,.061,
2011-06-26,Fridge,2013-06-26,.061,
2010-06-27,Fridge,2013-06-27,.089,
2010-06-30,Fridge,2013-06-30,.086,
2011-06-30,Fridge,2013-06-30,.086,
2010-07-01,Fridge,2013-07-01,.062,
2011-07-01,Fridge,2013-07-01,.062,
2010-07-02,Fridge,2013-07-02,.084,
2011-07-02,Fridge,2013-07-02,.084,
2010-07-03,Fridge,2013-07-03,.073,
2011-07-03,Fridge,2013-07-03,.073,
2010-07-04,Fridge,2013-07-04,.064,
2011-07-04,Fridge,2013-07-04,.064,
2011-07-05,Fridge,2013-07-05,.058,
2010-07-06,Fridge,2013-07-06,.056,
2011-07-06,Fridge,2013-07-06,.056,
2010-07-07,Fridge,2013-07-07,.064,
2011-07-07,Fridge,2013-07-07,.064,
2011-07-08,Fridge,2013-07-08,.050,
2010-07-09,Fridge,2013-07-09,.050,
2011-07-09,Fridge,2013-07-09,.050,
2010-07-10,Fridge,2013-07-10,.063,
2011-07-10,Fridge,2013-07-10,.063,
2011-07-11,Fridge,2013-07-11,.088,
2010-07-12,Fridge,2013-07-12,.054,
2011-07-12,Fridge,2013-07-12,.054,
2010-07-13,Fridge,2013-07-13,.060,
2011-07-13,Fridge,2013-07-13,.060,
2010-07-14,Fridge,2013-07-14,.087,
2011-07-14,Fridge,2013-07-14,.087,
2011-07-15,Fridge,2013-07-15,.072,
2010-07-17,Fridge,2013-07-17,.069,
2011-07-17,Fridge,2013-07-17,.069,
2010-07-18,Fridge,2013-07-18,.078,
2011-07-18,Fridge,2013-07-18,.078,
2011-07-19,Fridge,2013-07-19,.056,
2011-07-20,Fridge,2013-07-20,.083,
2010-07-21,Fridge,2013-07-21,.069,
2011-07-21,Fridge,2013-07-21,.069,
2011-07-22,Fridge,2013-07-22,.066,
2011-07-23,Fridge,2013-07-23,.063,
2010-07-24,Fridge,2013-07-24,.071,
2010-07-25,Fridge,2013-07-25,.082,
2010-07-27,Fridge,2013-07-27,.086,
2011-07-27,Fridge,2013-07-27,.086,
2010-07-28,Fridge,2013-07-28,.087,
2011-07-28,Fridge,2013-07-28,.087,
2010-07-29,Fridge,2013-07-29,.056,
2011-07-29,Fridge,2013-07-29,.056,
2010-07-30,Fridge,2013-07-30,.075,
2011-07-30,Fridge,2013-07-30,.075,
2010-07-31,Fridge,2013-07-31,.086,
2011-07-31,Fridge,2013-07-31,.086,
2010-08-01,Fridge,2013-08-01,.082,
2011-08-01,Fridge,2013-08-01,.082,
2010-08-02,Fridge,2013-08-02,.053,
2011-08-02,Fridge,2013-08-02,.053,
2010-08-03,Fridge,2013-08-03,.087,
2011-08-03,Fridge,2013-08-03,.087,
2010-08-04,Fridge,2013-08-04,.083,
2011-08-05,Fridge,2013-08-05,.062,
2010-08-06,Fridge,2013-08-06,.090,
2011-08-06,Fridge,2013-08-06,.090,
2010-08-07,Fridge,2013-08-07,.051,
2011-08-09,Fridge,2013-08-09,.073,
2011-08-10,Fridge,2013-08-10,.089,
2010-08-11,Fridge,2013-08-11,.060,
2011-08-12,Fridge,2013-08-12,.053,
2010-08-14,Fridge,2013-08-14,.069,
2010-08-15,Fridge,2013-08-15,.068,
2010-08-16,Fridge,2013-08-16,.066,
2011-08-16,Fridge,2013-08-16,.066,
2010-08-17,Fridge,2013-08-17,.073,
2011-08-17,Fridge,2013-08-17,.073,
2010-08-18,Fridge,2013-08-18,.067,
2011-08-18,Fridge,2013-08-18,.067,
2010-08-19,Fridge,2013-08-19,.074,
2011-08-19,Fridge,2013-08-19,.074,
2010-08-20,Fridge,2013-08-20,.067,
2011-08-20,Fridge,2013-08-20,.067,
2010-08-21,Fridge,2013-08-21,.063,
2011-08-21,Fridge,2013-08-21,.063,
2010-08-22,Fridge,2013-08-22,.087,
2011-08-22,Fridge,2013-08-22,.087,
2010-08-23,Fridge,2013-08-23,.085,
2011-08-23,Fridge,2013-08-23,.085,
2011-08-24,Fridge,2013-08-24,.076,
2010-08-25,Fridge,2013-08-25,.074,
2011-08-25,Fridge,2013-08-25,.074,
2011-08-26,Fridge,2013-08-26,.073,
2010-08-27,Fridge,2013-08-27,.051,
2010-08-29,Fridge,2013-08-29,.059,
2011-08-29,Fridge,2013-08-29,.059,
2011-08-30,Fridge,2013-08-30,.061,
2011-08-31,Fridge,2013-08-31,.062,
2010-09-01,Fridge,2013-09-01,.055,
2011-09-01,Fridge,2013-09-01,.055,
2011-09-02,Fridge,2013-09-02,.054,
2011-09-03,Fridge,2013-09-03,.067,
2010-09-04,Fridge,2013-09-04,.072,
2010-09-06,Fridge,2013-09-06,.081,
2011-09-06,Fridge,2013-09-06,.081,
2010-09-08,Fridge,2013-09-08,.078,
2010-09-09,Fridge,2013-09-09,.070,
2011-09-09,Fridge,2013-09-09,.070,
2010-09-10,Fridge,2013-09-10,.085,
2011-09-10,Fridge,2013-09-10,.085,
2011-09-11,Fridge,2013-09-11,.085,
2010-09-12,Fridge,2013-09-12,.051,
2011-09-12,Fridge,2013-09-12,.051,
2010-09-13,Fridge,2013-09-13,.067,
2011-09-13,Fridge,2013-09-13,.067,
2011-09-14,Fridge,2013-09-14,.051,
2011-09-15,Fridge,2013-09-15,.063,
2010-09-16,Fridge,2013-09-16,.051,
2010-09-17,Fridge,2013-09-17,.063,
2010-09-18,Fridge,2013-09-18,.082,
2011-09-18,Fridge,2013-09-18,.082,
2010-09-19,Fridge,2013-09-19,.050,
2011-09-19,Fridge,2013-09-19,.050,
2011-09-20,Fridge,2013-09-20,.064,
2010-09-21,Fridge,2013-09-21,.085,
2011-09-21,Fridge,2013-09-21,.085,
2010-09-24,Fridge,2013-09-24,.070,
2011-09-24,Fridge,2013-09-24,.070,
2010-09-25,Fridge,2013-09-25,.088,
2011-09-25,Fridge,2013-09-25,.088,
2010-09-26,Fridge,2013-09-26,.082,
2011-09-26,Fridge,2013-09-26,.082,
2010-09-27,Fridge,2013-09-27,.065,
2010-09-28,Fridge,2013-09-28,.058,
2010-09-29,Fridge,2013-09-29,.089,
2010-09-30,Fridge,2013-09-30,.079,
2010-10-01,Fridge,2013-10-01,.068,
2011-10-02,Fridge,2013-10-02,.053,
2010-10-03,Fridge,2013-10-03,.072,
2011-10-03,Fridge,2013-10-03,.072,
2011-10-05,Fridge,2013-10-05,.078,
2010-10-06,Fridge,2013-10-06,.060,
2011-10-06,Fridge,2013-10-06,.060,
2010-10-07,Fridge,2013-10-07,.081,
2011-10-07,Fridge,2013-10-07,.081,
2011-10-08,Fridge,2013-10-08,.056,
2010-10-09,Fridge,2013-10-09,.084,
2011-10-09,Fridge,2013-10-09,.084,
2010-10-10,Fridge,2013-10-10,.056,
2010-10-12,Fridge,2013-10-12,.080,
2011-10-12,Fridge,2013-10-12,.080,
2010-10-13,Fridge,2013-10-13,.069,
2011-10-13,Fridge,2013-10-13,.069,
2010-10-14,Fridge,2013-10-14,.079,
2011-10-14,Fridge,2013-10-14,.079,
2010-10-15,Fridge,2013-10-15,.075,
2011-10-15,Fridge,2013-10-15,.075,
2010-10-16,Fridge,2013-10-16,.082,
2011-10-17,Fridge,2013-10-17,.062,
2011-10-18,Fridge,2013-10-18,.072,
2011-10-19,Fridge,2013-10-19,.074,
2011-10-20,Fridge,2013-10-20,.086,
2010-10-21,Fridge,2013-10-21,.066,
2011-10-21,Fridge,2013-10-21,.066,
2010-10-22,Fridge,2013-10-22,.065,
2010-10-23,Fridge,2013-10-23,.084,
2011-10-23,Fridge,2013-10-23,.084,
2011-10-24,Fridge,2013-10-24,.079,
2010-10-25,Fridge,2013-10-25,.053,
2010-10-26,Fridge,2013-10-26,.074,
2011-10-26,Fridge,2013-10-26,.074,
2010-10-27,Fridge,2013-10-27,.065,
2011-10-27,Fridge,2013-10-27,.065,
2010-10-28,Fridge,2013-10-28,.063,
2010-10-29,Fridge,2013-10-29,.085,
2010-10-30,Fridge,2013-10-30,.065,
2011-10-30,Fridge,2013-10-30,.065,
2010-10-31,Fridge,2013-10-31,.089,
2011-10-31,Fridge,2013-10-31,.089,
2010-11-01,Fridge,2013-11-01,.060,
2011-11-01,Fridge,2013-11-01,.060,
2010-06-19,Fridge,2014-06-19,.083,
2011-06-19,Fridge,2014-06-19,.083,
2012-06-19,Fridge,2014-06-19,.083,
2010-06-20,Fridge,2014-06-20,.059,
2011-06-20,Fridge,2014-06-20,.059,
2012-06-20,Fridge,2014-06-20,.059,
2010-06-21,Fridge,2014-06-21,.089,
2011-06-21,Fridge,2014-06-21,.089,
2012-06-21,Fridge,2014-06-21,.089,
2010-06-22,Fridge,2014-06-22,.061,
2012-06-22,Fridge,2014-06-22,.061,
2010-06-23,Fridge,2014-06-23,.088,
2012-06-23,Fridge,2014-06-23,.088,
2010-06-24,Fridge,2014-06-24,.071,
2011-06-24,Fridge,2014-06-24,.071,
2012-06-24,Fridge,2014-06-24,.071,
2010-06-25,Fridge,2014-06-25,.086,
2011-06-25,Fridge,2014-06-25,.086,
2012-06-25,Fridge,2014-06-25,.086,
2010-06-26,Fridge,2014-06-26,.060,
2011-06-26,Fridge,2014-06-26,.060,
2012-06-26,Fridge,2014-06-26,.060,
2010-06-27,Fridge,2014-06-27,.090,
2011-06-27,Fridge,2014-06-27,.090,
2012-06-27,Fridge,2014-06-27,.090,
2010-06-28,Fridge,2014-06-28,.058,
2011-06-28,Fridge,2014-06-28,.058,
2012-06-28,Fridge,2014-06-28,.058,
2010-06-29,Fridge,2014-06-29,.069,
2011-06-29,Fridge,2014-06-29,.069,
2012-06-29,Fridge,2014-06-29,.069,
2011-06-30,Fridge,2014-06-30,.076,
2012-06-30,Fridge,2014-06-30,.076,
2010-07-01,Fridge,2014-07-01,.063,
2011-07-01,Fridge,2014-07-01,.063,
2012-07-02,Fridge,2014-07-02,.087,
2010-07-03,Fridge,2014-07-03,.070,
2012-07-03,Fridge,2014-07-03,.070,
2010-07-04,Fridge,2014-07-04,.081,
2012-07-04,Fridge,2014-07-04,.081,
2010-07-05,Fridge,2014-07-05,.053,
2012-07-05,Fridge,2014-07-05,.053,
2010-07-06,Fridge,2014-07-06,.082,
2012-07-06,Fridge,2014-07-06,.082,
2012-07-07,Fridge,2014-07-07,.061,
2010-07-08,Fridge,2014-07-08,.079,
2011-07-08,Fridge,2014-07-08,.079,
2012-07-08,Fridge,2014-07-08,.079,
2010-07-09,Fridge,2014-07-09,.084,
2012-07-09,Fridge,2014-07-09,.084,
2010-07-10,Fridge,2014-07-10,.078,
2012-07-10,Fridge,2014-07-10,.078,
2010-07-11,Fridge,2014-07-11,.055,
2012-07-11,Fridge,2014-07-11,.055,
2010-07-12,Fridge,2014-07-12,.070,
2011-07-12,Fridge,2014-07-12,.070,
2012-07-12,Fridge,2014-07-12,.070,
2011-07-13,Fridge,2014-07-13,.063,
2011-07-15,Fridge,2014-07-15,.084,
2012-07-15,Fridge,2014-07-15,.084,
2010-07-16,Fridge,2014-07-16,.057,
2011-07-16,Fridge,2014-07-16,.057,
2012-07-16,Fridge,2014-07-16,.057,
2012-07-17,Fridge,2014-07-17,.074,
2010-07-18,Fridge,2014-07-18,.070,
2011-07-18,Fridge,2014-07-18,.070,
2012-07-18,Fridge,2014-07-18,.070,
2010-07-19,Fridge,2014-07-19,.064,
2011-07-19,Fridge,2014-07-19,.064,
2012-07-19,Fridge,2014-07-19,.064,
2010-07-20,Fridge,2014-07-20,.069,
2011-07-20,Fridge,2014-07-20,.069,
2012-07-20,Fridge,2014-07-20,.069,
2010-07-21,Fridge,2014-07-21,.075,
2011-07-21,Fridge,2014-07-21,.075,
2012-07-21,Fridge,2014-07-21,.075,
2010-07-22,Fridge,2014-07-22,.084,
2011-07-22,Fridge,2014-07-22,.084,
2012-07-22,Fridge,2014-07-22,.084,
2010-07-23,Fridge,2014-07-23,.075,
2011-07-23,Fridge,2014-07-23,.075,
2012-07-23,Fridge,2014-07-23,.075,
2010-07-24,Fridge,2014-07-24,.071,
2011-07-24,Fridge,2014-07-24,.071,
2012-07-24,Fridge,2014-07-24,.071,
2011-07-25,Fridge,2014-07-25,.082,
2012-07-25,Fridge,2014-07-25,.082,
2011-07-26,Fridge,2014-07-26,.071,
2010-07-28,Fridge,2014-07-28,.078,
2012-07-28,Fridge,2014-07-28,.078,
2012-07-29,Fridge,2014-07-29,.073,
2010-07-30,Fridge,2014-07-30,.057,
2012-07-30,Fridge,2014-07-30,.057,
2012-07-31,Fridge,2014-07-31,.075,
2012-08-01,Fridge,2014-08-01,.054,
2010-08-02,Fridge,2014-08-02,.087,
2012-08-02,Fridge,2014-08-02,.087,
2010-08-03,Fridge,2014-08-03,.065,
2011-08-03,Fridge,2014-08-03,.065,
2012-08-03,Fridge,2014-08-03,.065,
2010-08-04,Fridge,2014-08-04,.076,
2011-08-04,Fridge,2014-08-04,.076,
2012-08-04,Fridge,2014-08-04,.076,
2010-08-05,Fridge,2014-08-05,.064,
2011-08-05,Fridge,2014-08-05,.064,
2012-08-05,Fridge,2014-08-05,.064,
2010-08-06,Fridge,2014-08-06,.073,
2012-08-06,Fridge,2014-08-06,.073,
2010-08-08,Fridge,2014-08-08,.086,
2011-08-08,Fridge,2014-08-08,.086,
2010-08-09,Fridge,2014-08-09,.062,
2011-08-09,Fridge,2014-08-09,.062,
2012-08-09,Fridge,2014-08-09,.062,
2010-08-10,Fridge,2014-08-10,.068,
2011-08-10,Fridge,2014-08-10,.068,
2012-08-10,Fridge,2014-08-10,.068,
2010-08-11,Fridge,2014-08-11,.082,
2012-08-11,Fridge,2014-08-11,.082,
2010-08-12,Fridge,2014-08-12,.069,
2012-08-12,Fridge,2014-08-12,.069,
2010-08-13,Fridge,2014-08-13,.068,
2011-08-13,Fridge,2014-08-13,.068,
2012-08-13,Fridge,2014-08-13,.068,
2010-08-14,Fridge,2014-08-14,.065,
2011-08-14,Fridge,2014-08-14,.065,
2012-08-14,Fridge,2014-08-14,.065,
2010-08-15,Fridge,2014-08-15,.075,
2011-08-15,Fridge,2014-08-15,.075,
2012-08-15,Fridge,2014-08-15,.075,
2010-08-16,Fridge,2014-08-16,.069,
2011-08-16,Fridge,2014-08-16,.069,
2012-08-16,Fridge,2014-08-16,.069,
2010-08-17,Fridge,2014-08-17,.076,
2011-08-17,Fridge,2014-08-17,.076,
2012-08-17,Fridge,2014-08-17,.076,
2010-08-18,Fridge,2014-08-18,.073,
2012-08-18,Fridge,2014-08-18,.073,
2011-08-19,Fridge,2014-08-19,.051,
2012-08-19,Fridge,2014-08-19,.051,
2011-08-20,Fridge,2014-08-20,.056,
2012-08-20,Fridge,2014-08-20,.056,
2010-08-21,Fridge,2014-08-21,.052,
2011-08-21,Fridge,2014-08-21,.052,
